date,maximum,minimum,average,departure,hdd,cdd,precipitation,new snow,snow depth
4/1/18,64,54,59,0.2,6,0,0,0,0
4/2/18,67,57,62,3.2,3,0,0,0,0
4/3/18,66,56,61,2.1,4,0,0,0,0
4/4/18,63,55,59,0,6,0,0,0,0
4/5/18,64,56,60,0.9,5,0,0,0,0
4/6/18,66,55,60.5,1.4,4,0,0,0,0
4/7/18,67,57,62,2.8,3,0,0,0,0
4/8/18,72,54,63,3.7,2,0,0,0,0
4/9/18,83,56,69.5,10.1,0,5,0,0,0
4/10/18,79,60,69.5,10,0,5,0,0,0
4/11/18,74,57,65.5,5.9,0,1,0,0,0
4/12/18,68,55,61.5,1.8,3,0,0,0,0
4/13/18,78,59,68.5,8.7,0,4,0,0,0
4/14/18,82,55,68.5,8.6,0,4,0,0,0
4/15/18,72,54,63,3,2,0,0,0,0
4/16/18,64,54,59,-1.1,6,0,0,0,0
4/17/18,66,52,59,-1.2,6,0,0,0,0
4/18/18,68,52,60,-0.3,5,0,0,0,0
4/19/18,62,51,56.5,-3.9,8,0,0.05,0,0
4/20/18,72,51,61.5,1,3,0,0,0,0
4/21/18,76,53,64.5,3.8,0,0,0,0,0
4/22/18,73,56,64.5,3.7,0,0,0,0,0
4/23/18,68,54,61,0.1,4,0,0,0,0
4/24/18,64,53,58.5,-2.5,6,0,0,0,0
4/25/18,64,55,59.5,-1.6,5,0,0,0,0
4/26/18,65,56,60.5,-0.7,4,0,0,0,0
4/27/18,66,56,61,-0.3,4,0,0,0,0
4/28/18,68,54,61,-0.4,4,0,0,0,0
4/29/18,67,55,61,-0.5,4,0,0,0,0
4/30/18,66,55,60.5,-1.1,4,0,0,0,0
5/1/18,61,54,57.5,-4.2,7,0,0.01,M,M
5/2/18,65,54,59.5,-2.2,5,0,0,M,M
5/3/18,67,54,60.5,-1.3,4,0,0,M,M
5/4/18,76,56,66,4.1,0,1,0,M,M
5/5/18,75,58,66.5,4.5,0,2,0,0,0
5/6/18,73,57,65,2.9,0,0,0,0,0
5/7/18,70,55,62.5,0.4,2,0,0,0,0
5/8/18,69,55,62,-0.2,3,0,0,0,0
5/9/18,69,59,64,1.7,1,0,0,0,0
5/10/18,69,60,64.5,2.1,0,0,0,0,0
5/11/18,65,60,62.5,0.1,2,0,T,0,0
5/12/18,67,58,62.5,0,2,0,T,0,0
5/13/18,68,59,63.5,1,1,0,0.05,0,0
5/14/18,67,55,61,-1.6,4,0,0,0,0
5/15/18,68,56,62,-0.7,3,0,0,0,0
5/16/18,70,55,62.5,-0.2,2,0,0,0,0
5/17/18,70,54,62,-0.8,3,0,0,0,0
5/18/18,67,58,62.5,-0.3,2,0,0,0,0
5/19/18,67,58,62.5,-0.4,2,0,0,0,0
5/20/18,68,59,63.5,0.6,1,0,0,0,0
5/21/18,66,59,62.5,-0.5,2,0,0,0,0
5/22/18,67,59,63,-0.1,2,0,0,0,0
5/23/18,67,59,63,-0.1,2,0,0,0,0
5/24/18,66,59,62.5,-0.7,2,0,T,0,0
5/25/18,68,58,63,-0.3,2,0,0,0,0
5/26/18,68,57,62.5,-0.8,2,0,0,0,0
5/27/18,70,58,64,0.6,1,0,0,0,0
5/28/18,69,59,64,0.5,1,0,0,0,0
5/29/18,69,61,65,1.5,0,0,0,0,0
5/30/18,68,60,64,0.4,1,0,T,0,0
5/31/18,70,60,65,1.3,0,0,0,0,0
6/1/18,70,57,63.5,-0.3,1,0,0,0,0
6/2/18,72,59,65.5,1.6,0,1,0,0,0
6/3/18,71,61,66,2,0,1,0,0,0
6/4/18,72,60,66,1.9,0,1,0,0,0
6/5/18,70,61,65.5,1.3,0,1,0,0,0
6/6/18,69,60,64.5,0.2,0,0,T,0,0
6/7/18,71,58,64.5,0.1,0,0,0,0,0
6/8/18,74,59,66.5,2,0,2,0,0,0
6/9/18,75,61,68,3.4,0,3,0,0,0
6/10/18,73,62,67.5,2.7,0,3,0,0,0
6/11/18,76,61,68.5,3.6,0,4,0,0,0
6/12/18,75,62,68.5,3.5,0,4,0,0,0
6/13/18,72,60,66,0.9,0,1,0,0,0
6/14/18,76,61,68.5,3.2,0,4,0,0,0
6/15/18,73,62,67.5,2.1,0,3,0,0,0
6/16/18,73,63,68,2.4,0,3,0,0,0
6/17/18,69,62,65.5,-0.2,0,1,0,0,0
6/18/18,70,61,65.5,-0.3,0,1,0,0,0
6/19/18,70,60,65,-1,0,0,0,0,0
6/20/18,72,61,66.5,0.4,0,2,0,0,0
6/21/18,74,64,69,2.7,0,4,0,0,0
6/22/18,73,62,67.5,1.1,0,3,T,0,0
6/23/18,71,63,67,0.4,0,2,0,0,0
6/24/18,74,63,68.5,1.8,0,4,T,0,0
6/25/18,73,64,68.5,1.7,0,4,0,M,M
6/26/18,72,63,67.5,0.5,0,3,0,M,M
6/27/18,72,64,68,0.9,0,3,0,M,M
6/28/18,72,64,68,0.7,0,3,0,M,M
6/29/18,74,65,69.5,2.1,0,5,0,M,M
6/30/18,76,66,71,3.5,0,6,0,M,M
7/1/18,73,65,69,1.4,0,4,0,0,0
7/2/18,72,64,68,0.2,0,3,0,0,0
7/3/18,73,65,69,1.1,0,4,0,0,0
7/4/18,75,65,70,2,0,5,0,0,0
7/5/18,80,64,72,3.9,0,7,0,0,0
7/6/18,92,68,80,11.8,0,15,0,0,0
7/7/18,93,74,83.5,15.2,0,19,0,0,0
7/8/18,89,74,81.5,13.1,0,17,0,0,0
7/9/18,91,73,82,13.5,0,17,0,0,0
7/10/18,85,72,78.5,10,0,14,0,0,0
7/11/18,80,71,75.5,6.9,0,11,0,0,0
7/12/18,79,70,74.5,5.8,0,10,0,0,0
7/13/18,76,69,72.5,3.8,0,8,0,0,0
7/14/18,78,68,73,4.2,0,8,0,0,0
7/15/18,78,69,73.5,4.6,0,9,0,0,0
7/16/18,79,69,74,5.1,0,9,0,0,0
7/17/18,76,69,72.5,3.5,0,8,0,0,0
7/18/18,78,69,73.5,4.5,0,9,0,0,0
7/19/18,79,69,74,5,0,9,0,0,0
7/20/18,76,68,72,2.9,0,7,0,0,0
7/21/18,77,69,73,3.9,0,8,0,0,0
7/22/18,80,68,74,4.9,0,9,0,0,0
7/23/18,85,70,77.5,8.3,0,13,0,0,0
7/24/18,85,69,77,7.8,0,12,0,0,0
7/25/18,78,70,74,4.8,0,9,0,0,0
7/26/18,81,70,75.5,6.3,0,11,0,0,0
7/27/18,76,68,72,2.8,0,7,0,0,0
7/28/18,79,69,74,4.7,0,9,0,0,0
7/29/18,83,68,75.5,6.2,0,11,0,0,0
7/30/18,78,69,73.5,4.2,0,9,0,0,0
7/31/18,81,69,75,5.7,0,10,0,0,0
8/1/18,82,70,76,6.7,0,11,0,0,0
8/2/18,80,70,75,5.7,0,10,0,0,0
8/3/18,79,69,74,4.6,0,9,0,0,0
8/4/18,81,67,74,4.6,0,9,0,0,0
8/5/18,79,68,73.5,4.1,0,9,0,0,0
8/6/18,83,68,75.5,6.1,0,11,0,0,0
8/7/18,89,70,79.5,10.1,0,15,0,0,0
8/8/18,94,70,82,12.6,0,17,0,0,0
8/9/18,86,69,77.5,8,0,13,0,0,0
8/10/18,87,73,80,10.5,0,15,0,0,0
8/11/18,84,71,77.5,8,0,13,0,0,0
8/12/18,81,69,75,5.5,0,10,0,0,0
8/13/18,79,69,74,4.4,0,9,0,0,0
8/14/18,78,69,73.5,3.9,0,9,0,0,0
8/15/18,79,70,74.5,4.9,0,10,0,0,0
8/16/18,81,72,76.5,6.9,0,12,0,0,0
8/17/18,81,72,76.5,6.9,0,12,0,0,0
8/18/18,79,71,75,5.3,0,10,0,0,0
8/19/18,79,70,74.5,4.8,0,10,0,0,0
8/20/18,82,71,76.5,6.8,0,12,0,0,0
8/21/18,80,71,75.5,5.8,0,11,0,0,0
8/22/18,78,69,73.5,3.8,0,9,0,0,0
8/23/18,78,69,73.5,3.7,0,9,0,0,0
8/24/18,78,68,73,3.2,0,8,0,0,0
8/25/18,77,65,71,1.2,0,6,0,0,0
8/26/18,78,67,72.5,2.7,0,8,0,0,0
8/27/18,77,67,72,2.2,0,7,0,0,0
8/28/18,76,66,71,1.2,0,6,0,0,0
8/29/18,78,67,72.5,2.7,0,8,0,0,0
8/30/18,78,64,71,1.2,0,6,0,0,0
8/31/18,77,65,71,1.2,0,6,0,0,0
9/1/18,79,65,72,2.2,0,7,0,0,0
9/2/18,77,69,73,3.3,0,8,0,0,0
9/3/18,77,69,73,3.3,0,8,0,0,0
9/4/18,71,68,69.5,-0.2,0,5,0,0,0
9/5/18,74,66,70,0.4,0,5,0,0,0
9/6/18,73,65,69,-0.6,0,4,0,0,0
9/7/18,74,65,69.5,-0.1,0,5,0,0,0
9/8/18,74,64,69,-0.5,0,4,0,0,0
9/9/18,82,64,73,3.5,0,8,0,0,0
9/10/18,77,67,72,2.6,0,7,0,0,0
9/11/18,77,67,72,2.7,0,7,0,0,0
9/12/18,77,67,72,2.7,0,7,0,0,0
9/13/18,77,65,71,1.8,0,6,0,0,0
9/14/18,81,64,72.5,3.4,0,8,0,0,0
9/15/18,80,67,73.5,4.4,0,9,0,0,0
9/16/18,79,63,71,2,0,6,0,0,0
9/17/18,79,61,70,1.1,0,5,0,0,0
9/18/18,78,61,69.5,0.7,0,5,0,0,0
9/19/18,74,61,67.5,-1.2,0,3,0,0,0
9/20/18,77,62,69.5,0.9,0,5,0,0,0
9/21/18,74,65,69.5,1,0,5,0,0,0
9/22/18,74,64,69,0.6,0,4,0,0,0
9/23/18,73,65,69,0.7,0,4,0,0,0
9/24/18,73,64,68.5,0.3,0,4,0,0,0
9/25/18,71,63,67,-1.1,0,2,0,0,0
9/26/18,71,63,67,-1,0,2,0,0,0
9/27/18,71,65,68,0.1,0,3,0,0,0
9/28/18,74,65,69.5,1.7,0,5,0,0,0
9/29/18,76,64,70,2.3,0,5,0,0,0
9/30/18,76,61,68.5,0.9,0,4,0,0,0
10/1/18,83,66,74.5,7,0,10,0,0,0
10/2/18,76,67,71.5,4.1,0,7,0,0,0
10/3/18,77,67,72,4.7,0,7,T,0,0
10/4/18,75,65,70,2.8,0,5,0,0,0
