date,maximum,minimum,average,departure,hdd,cdd,precipitation,new snow,snow depth
1/1/14,64,46,55,-1.4,10,0,0,0,0
1/2/14,78,50,64,7.6,1,0,0,0,0
1/3/14,64,47,55.5,-0.9,9,0,0,0,0
1/4/14,65,50,57.5,1,7,0,0,0,0
1/5/14,76,47,61.5,5,3,0,0,0,0
1/6/14,78,50,64,7.5,1,0,0,0,0
1/7/14,69,51,60,3.5,5,0,0,0,0
1/8/14,66,49,57.5,0.9,7,0,0,0,0
1/9/14,60,50,55,-1.6,10,0,0,0,M
1/10/14,65,48,56.5,-0.1,8,0,0,0,0
1/11/14,67,47,57,0.4,8,0,0,M,0
1/12/14,69,51,60,3.3,5,0,0,0,0
1/13/14,83,46,64.5,7.8,0,0,0,0,0
1/14/14,79,50,64.5,7.8,0,0,0,0,0
1/15/14,83,52,67.5,10.8,0,3,0,0,0
1/16/14,84,54,69,12.2,0,4,0,0,0
1/17/14,87,53,70,13.2,0,5,0,0,0
1/18/14,83,51,67,10.2,0,2,0,0,0
1/19/14,76,49,62.5,5.7,2,0,0,0,0
1/20/14,78,49,63.5,6.7,1,0,0,0,0
1/21/14,76,51,63.5,6.7,1,0,0,0,0
1/22/14,73,53,63,6.2,2,0,0,0,0
1/23/14,68,51,59.5,2.7,5,0,0,0,0
1/24/14,73,56,64.5,7.7,0,0,0,0,0
1/25/14,75,58,66.5,9.7,0,2,0,0,0
1/26/14,66,53,59.5,2.6,5,0,T,0,0
1/27/14,65,54,59.5,2.6,5,0,0,0,0
1/28/14,64,50,57,0.1,8,0,0,0,0
1/29/14,62,52,57,0.1,8,0,0,0,0
1/30/14,62,57,59.5,2.6,5,0,T,0,0
1/31/14,63,56,59.5,2.6,5,0,T,0,0
2/1/14,68,53,60.5,3.6,4,0,0,0,0
2/2/14,62,46,54,-2.9,11,0,0.09,M,0
2/3/14,60,46,53,-3.9,12,0,T,M,0
2/4/14,62,48,55,-1.9,10,0,0,0,0
2/5/14,63,50,56.5,-0.4,8,0,0,0,0
2/6/14,60,53,56.5,-0.5,8,0,0.14,0,0
2/7/14,61,51,56,-1,9,0,T,0,0
2/8/14,62,53,57.5,0.5,7,0,0,0,0
2/9/14,66,56,61,4,4,0,0,0,0
2/10/14,66,54,60,3,5,0,0,0,0
2/11/14,68,53,60.5,3.5,4,0,0,0,0
2/12/14,74,51,62.5,5.4,2,0,0,0,0
2/13/14,72,53,62.5,5.4,2,0,0,0,0
2/14/14,72,51,61.5,4.4,3,0,0,0,0
2/15/14,73,52,62.5,5.4,2,0,0,0,0
2/16/14,71,55,63,5.8,2,0,0,0,0
2/17/14,63,52,57.5,0.3,7,0,0,0,0
2/18/14,63,55,59,1.8,6,0,0,0,0
2/19/14,66,55,60.5,3.3,4,0,0,0,0
2/20/14,78,50,64,6.7,1,0,0,0,0
2/21/14,74,56,65,7.7,0,0,0,0,0
2/22/14,70,52,61,3.7,4,0,0,0,0
2/23/14,67,50,58.5,1.1,6,0,0,0,0
2/24/14,65,53,59,1.6,6,0,0,0,0
2/25/14,67,55,61,3.6,4,0,0,0,0
2/26/14,66,57,61.5,4,3,0,0.06,0,0
2/27/14,67,57,62,4.5,3,0,0.94,0,0
2/28/14,64,57,60.5,3,4,0,1.56,0,0
3/1/14,65,53,59,1.4,6,0,0.35,0,0
3/2/14,63,54,58.5,0.9,6,0,T,M,0
3/3/14,64,52,58,0.4,7,0,0,0,0
3/4/14,65,54,59.5,1.9,5,0,0,0,0
3/5/14,65,55,60,2.3,5,0,0,0,0
3/6/14,68,57,62.5,4.8,2,0,0,0,0
3/7/14,68,55,61.5,3.8,3,0,0,0,0
3/8/14,76,53,64.5,6.7,0,0,0,0,0
3/9/14,85,61,73,15.2,0,8,0,0,0
3/10/14,75,58,66.5,8.7,0,2,0,0,0
3/11/14,76,55,65.5,7.6,0,1,0,0,0
3/12/14,81,55,68,10.1,0,3,0,0,0
3/13/14,67,58,62.5,4.6,2,0,0,0,0
3/14/14,66,53,59.5,1.6,5,0,0,0,0
3/15/14,72,55,63.5,5.5,1,0,0,0,0
3/16/14,83,56,69.5,11.5,0,5,0,0,0
3/17/14,71,56,63.5,5.5,1,0,0,0,0
3/18/14,70,58,64,5.9,1,0,0,0,0
3/19/14,70,57,63.5,5.4,1,0,0,0,0
3/20/14,68,57,62.5,4.3,2,0,0,0,0
3/21/14,66,57,61.5,3.3,3,0,0,0,0
3/22/14,65,58,61.5,3.3,3,0,0,0,0
3/23/14,65,55,60,1.7,5,0,0,0,0
3/24/14,65,59,62,3.7,3,0,0,0,0
3/25/14,65,58,61.5,3.1,3,0,0,0,0
3/26/14,66,57,61.5,3.1,3,0,0.01,0,0
3/27/14,65,53,59,0.5,6,0,0,0,0
3/28/14,67,53,60,1.5,5,0,0,0,0
3/29/14,70,55,62.5,3.9,2,0,0,0,0
3/30/14,67,56,61.5,2.9,3,0,0,0,0
3/31/14,64,51,57.5,-1.2,7,0,0,0,0
4/1/14,62,52,57,-1.8,8,0,0.12,0,0
4/2/14,62,50,56,-2.8,9,0,0.05,0,0
4/3/14,64,49,56.5,-2.4,8,0,0,0,0
4/4/14,62,53,57.5,-1.5,7,0,0,0,0
4/5/14,65,52,58.5,-0.6,6,0,0,0,0
4/6/14,71,52,61.5,2.4,3,0,0,0,0
4/7/14,81,56,68.5,9.3,0,4,0,0,0
4/8/14,80,58,69,9.7,0,4,0,0,0
4/9/14,76,54,65,5.6,0,0,0,0,0
4/10/14,65,53,59,-0.5,6,0,0,0,0
4/11/14,70,56,63,3.4,2,0,0,0,0
4/12/14,65,56,60.5,0.8,4,0,0,0,0
4/13/14,64,56,60,0.2,5,0,0,0,0
4/14/14,68,56,62,2.1,3,0,0,0,0
4/15/14,62,56,59,-1,6,0,0,0,M
4/16/14,67,58,62.5,2.4,2,0,0,0,0
4/17/14,69,58,63.5,3.3,1,0,0,0,0
4/18/14,72,60,66,5.7,0,1,0,0,0
4/19/14,67,58,62.5,2.1,2,0,0,0,0
4/20/14,69,57,63,2.5,2,0,0,0,0
4/21/14,68,58,63,2.3,2,0,0,0,0
4/22/14,67,57,62,1.2,3,0,0,0,0
4/23/14,69,56,62.5,1.6,2,0,0,0,0
4/24/14,73,56,64.5,3.5,0,0,0,0,0
4/25/14,70,55,62.5,1.4,2,0,0.09,0,0
4/26/14,66,54,60,-1.2,5,0,0,0,0
4/27/14,67,53,60,-1.3,5,0,0,0,0
4/28/14,75,55,65,3.6,0,0,0,0,0
4/29/14,88,58,73,11.5,0,8,0,0,0
4/30/14,89,63,76,14.4,0,11,0,0,0
5/1/14,89,64,76.5,14.8,0,12,0,0,0
5/2/14,90,64,77,15.3,0,12,0,0,0
5/3/14,82,62,72,10.2,0,7,0,0,0
5/4/14,74,59,66.5,4.6,0,2,0,0,0
5/5/14,70,58,64,2,1,0,0,0,0
5/6/14,66,54,60,-2.1,5,0,0,0,0
5/7/14,66,55,60.5,-1.6,4,0,0,0,0
5/8/14,68,56,62,-0.2,3,0,0,0,0
5/9/14,68,56,62,-0.3,3,0,0,0,0
5/10/14,70,57,63.5,1.1,1,0,0,0,0
5/11/14,87,62,74.5,12.1,0,10,0,0,0
5/12/14,87,58,72.5,10,0,8,0,0,0
5/13/14,93,64,78.5,16,0,14,0,0,0
5/14/14,96,65,80.5,17.9,0,16,0,0,0
5/15/14,97,70,83.5,20.8,0,19,0,0,0
5/16/14,91,67,79,16.3,0,14,0,0,0
5/17/14,77,63,70,7.2,0,5,0,0,0
5/18/14,71,63,67,4.2,0,2,0,0,0
5/19/14,72,60,66,3.1,0,1,0,0,0
5/20/14,69,59,64,1.1,1,0,0,0,0
5/21/14,70,57,63.5,0.5,1,0,0,0,0
5/22/14,69,59,64,0.9,1,0,0,0,0
5/23/14,69,62,65.5,2.4,0,1,0,0,0
5/24/14,69,63,66,2.8,0,1,0,0,0
5/25/14,72,63,67.5,4.2,0,3,0,0,0
5/26/14,73,63,68,4.7,0,3,0,0,0
5/27/14,74,64,69,5.6,0,4,0,0,0
5/28/14,73,65,69,5.5,0,4,0,0,0
5/29/14,74,64,69,5.5,0,4,0,0,0
5/30/14,74,62,68,4.4,0,3,0,0,0
5/31/14,74,61,67.5,3.8,0,3,0,0,0
6/1/14,72,61,66.5,2.7,0,2,0,0,0
6/2/14,69,60,64.5,0.6,0,0,0,0,0
6/3/14,73,59,66,2,0,1,0,0,0
6/4/14,72,60,66,1.9,0,1,0,0,0
6/5/14,71,61,66,1.8,0,1,0,0,0
6/6/14,70,61,65.5,1.2,0,1,0,0,0
6/7/14,70,61,65.5,1.1,0,1,0,0,0
6/8/14,72,60,66,1.5,0,1,0,0,0
6/9/14,69,59,64,-0.6,1,0,0,0,0
6/10/14,71,63,67,2.2,0,2,0,0,0
6/11/14,72,63,67.5,2.6,0,3,0,0,0
6/12/14,71,62,66.5,1.5,0,2,0,0,0
6/13/14,70,62,66,0.9,0,1,0,0,0
6/14/14,71,62,66.5,1.2,0,2,0,0,0
6/15/14,72,63,67.5,2.1,0,3,0,0,0
6/16/14,71,62,66.5,0.9,0,2,0,0,0
6/17/14,73,61,67,1.3,0,2,0,0,0
6/18/14,72,61,66.5,0.7,0,2,0,0,0
6/19/14,72,62,67,1,0,2,0,0,0
6/20/14,74,64,69,2.9,0,4,0,0,0
6/21/14,75,64,69.5,3.2,0,5,0,0,0
6/22/14,73,65,69,2.6,0,4,0,0,0
6/23/14,74,65,69.5,2.9,0,5,0,0,0
6/24/14,74,65,69.5,2.8,0,5,0,0,0
6/25/14,73,65,69,2.2,0,4,0,0,0
6/26/14,74,66,70,3,0,5,0,0,0
6/27/14,76,66,71,3.9,0,6,0,0,0
6/28/14,76,67,71.5,4.2,0,7,0,0,0
6/29/14,76,67,71.5,4.1,0,7,0,0,0
6/30/14,75,66,70.5,3,0,6,0,0,0
7/1/14,75,66,70.5,2.9,0,6,0,0,0
7/2/14,75,65,70,2.2,0,5,0,0,0
7/3/14,76,66,71,3.1,0,6,0,0,0
7/4/14,78,66,72,4,0,7,0,0,0
7/5/14,80,69,74.5,6.4,0,10,0,0,0
7/6/14,80,68,74,5.8,0,9,0,0,0
7/7/14,77,68,72.5,4.2,0,8,0,0,0
7/8/14,76,67,71.5,3.1,0,7,0,0,0
7/9/14,76,67,71.5,3,0,7,0,0,0
7/10/14,76,66,71,2.5,0,6,0,0,0
7/11/14,74,66,70,1.4,0,5,0,0,0
7/12/14,75,66,70.5,1.8,0,6,0,0,0
7/13/14,77,67,72,3.3,0,7,0,0,0
7/14/14,75,69,72,3.2,0,7,T,0,0
7/15/14,75,68,71.5,2.6,0,7,0,0,0
7/16/14,76,67,71.5,2.6,0,7,T,0,0
7/17/14,76,66,71,2,0,6,0,0,0
7/18/14,75,66,70.5,1.5,0,6,0,0,0
7/19/14,72,66,69,0,0,4,0,0,0
7/20/14,76,67,71.5,2.4,0,7,0,0,0
7/21/14,76,65,70.5,1.4,0,6,0,0,0
7/22/14,77,66,71.5,2.4,0,7,0,0,0
7/23/14,80,65,72.5,3.3,0,8,0,0,0
7/24/14,81,67,74,4.8,0,9,0,0,0
7/25/14,84,67,75.5,6.3,0,11,0,0,0
7/26/14,76,65,70.5,1.3,0,6,0,0,M
7/27/14,76,66,71,1.8,0,6,0.14,0,0
7/28/14,80,68,74,4.7,0,9,0,0,0
7/29/14,78,67,72.5,3.2,0,8,0,0,0
7/30/14,82,68,75,5.7,0,10,0,0,0
7/31/14,77,67,72,2.7,0,7,0,0,0
8/1/14,77,64,70.5,1.2,0,6,0,0,0
8/2/14,78,65,71.5,2.2,0,7,0.01,0,0
8/3/14,78,68,73,3.6,0,8,0.02,0,0
8/4/14,79,64,71.5,2.1,0,7,0,0,0
8/5/14,74,62,68,-1.4,0,3,0,0,0
8/6/14,72,63,67.5,-1.9,0,3,0,0,0
8/7/14,75,65,70,0.6,0,5,0,0,0
8/8/14,75,66,70.5,1.1,0,6,0,0,0
8/9/14,75,67,71,1.5,0,6,0,0,0
8/10/14,76,66,71,1.5,0,6,0,0,0
8/11/14,75,65,70,0.5,0,5,0,0,0
8/12/14,76,66,71,1.5,0,6,0,0,0
8/13/14,74,66,70,0.4,0,5,0,0,0
8/14/14,76,65,70.5,0.9,0,6,0,0,0
8/15/14,76,63,69.5,-0.1,0,5,0,0,0
8/16/14,77,67,72,2.4,0,7,0,0,0
8/17/14,77,67,72,2.4,0,7,0,0,0
8/18/14,77,66,71.5,1.8,0,7,0,0,0
8/19/14,78,68,73,3.3,0,8,0,0,0
8/20/14,77,67,72,2.3,0,7,0,0,0
8/21/14,75,67,71,1.3,0,6,0,0,0
8/22/14,76,67,71.5,1.8,0,7,0,0,0
8/23/14,76,66,71,1.2,0,6,0,0,0
8/24/14,76,66,71,1.2,0,6,0,0,0
8/25/14,73,64,68.5,-1.3,0,4,0,0,0
8/26/14,77,65,71,1.2,0,6,0,0,0
8/27/14,83,67,75,5.2,0,10,0,0,0
8/28/14,84,68,76,6.2,0,11,0,0,0
8/29/14,78,67,72.5,2.7,0,8,0,0,0
8/30/14,77,66,71.5,1.7,0,7,0,0,0
8/31/14,79,68,73.5,3.7,0,9,0,0,0
9/1/14,79,69,74,4.2,0,9,0,0,0
9/2/14,79,68,73.5,3.8,0,9,0,0,0
9/3/14,77,68,72.5,2.8,0,8,0,0,0
9/4/14,76,67,71.5,1.8,0,7,0,0,0
9/5/14,75,67,71,1.4,0,6,0,0,0
9/6/14,78,67,72.5,2.9,0,8,0,0,0
9/7/14,82,69,75.5,5.9,0,11,0,0,0
9/8/14,85,71,78,8.5,0,13,0.02,0,0
9/9/14,83,69,76,6.5,0,11,0,0,0
9/10/14,78,66,72,2.6,0,7,0,0,0
9/11/14,80,69,74.5,5.2,0,10,0,M,0
9/12/14,81,69,75,5.7,0,10,0,0,0
9/13/14,82,69,75.5,6.3,0,11,0,0,0
9/14/14,85,71,78,8.9,0,13,0,0,0
9/15/14,86,72,79,9.9,0,14,0,0,0
9/16/14,90,74,82,13,0,17,0,0,0
9/17/14,87,69,78,9.1,0,13,0,0,0
9/18/14,76,67,71.5,2.7,0,7,0,0,0
9/19/14,77,67,72,3.3,0,7,0,0,0
9/20/14,76,66,71,2.4,0,6,0,0,0
9/21/14,77,64,70.5,2,0,6,0,0,0
9/22/14,73,64,68.5,0.1,0,4,0,0,0
9/23/14,74,65,69.5,1.2,0,5,0,0,0
9/24/14,78,64,71,2.8,0,6,0,0,M
9/25/14,78,66,72,3.9,0,7,0,0,0
9/26/14,75,66,70.5,2.5,0,6,0,0,0
9/27/14,72,63,67.5,-0.4,0,3,0,0,0
9/28/14,76,63,69.5,1.7,0,5,0,0,0
9/29/14,73,62,67.5,-0.2,0,3,0,0,0
9/30/14,78,62,70,2.4,0,5,0,0,0
10/1/14,75,63,69,1.5,0,4,0,0,0
10/2/14,94,63,78.5,11.1,0,14,0,0,0
10/3/14,95,66,80.5,13.2,0,16,0,0,0
10/4/14,88,65,76.5,9.3,0,12,0,0,0
10/5/14,85,63,74,6.9,0,9,0,0,0
10/6/14,86,64,75,8,0,10,0,0,0
10/7/14,87,65,76,9.1,0,11,0,0,0
10/8/14,75,64,69.5,2.7,0,5,0,0,0
10/9/14,76,66,71,4.3,0,6,0,0,0
10/10/14,73,66,69.5,2.9,0,5,0,0,0
10/11/14,74,65,69.5,3,0,5,0,0,0
10/12/14,75,66,70.5,4.1,0,6,0,0,0
10/13/14,74,65,69.5,3.2,0,5,0,0,0
10/14/14,72,65,68.5,2.3,0,4,0,0,0
10/15/14,74,63,68.5,2.4,0,4,0,0,0
10/16/14,73,61,67,1,0,2,0,0,0
10/17/14,73,60,66.5,0.6,0,2,0,0,0
10/18/14,73,60,66.5,0.8,0,2,0,0,0
10/19/14,73,60,66.5,0.9,0,2,0,0,0
10/20/14,73,65,69,3.5,0,4,0,0,0
10/21/14,74,63,68.5,3.1,0,4,0,0,0
10/22/14,79,61,70,4.7,0,5,0,0,0
10/23/14,77,61,69,3.8,0,4,0,0,0
10/24/14,80,60,70,5,0,5,0,0,0
10/25/14,74,63,68.5,3.6,0,4,0,0,0
10/26/14,76,60,68,3.2,0,3,0,0,0
10/27/14,72,59,65.5,0.9,0,1,0,0,0
10/28/14,73,59,66,1.5,0,1,0,0,0
10/29/14,76,63,69.5,5.1,0,5,0,0,0
10/30/14,75,61,68,3.8,0,3,0,0,0
10/31/14,69,60,64.5,0.5,0,0,0.24,0,0
11/1/14,65,56,60.5,-3.4,4,0,0.2,0,0
11/2/14,67,51,59,-4.7,6,0,0,0,0
11/3/14,74,52,63,-0.6,2,0,0,0,0
11/4/14,74,51,62.5,-0.9,2,0,0,0,0
11/5/14,81,54,67.5,4.3,0,3,0,0,0
11/6/14,88,62,75,12,0,10,0,0,0
11/7/14,86,61,73.5,10.7,0,9,0,0,0
11/8/14,83,57,70,7.4,0,5,0,0,0
11/9/14,68,62,65,2.6,0,0,0,0,0
11/10/14,67,61,64,1.8,1,0,0,0,0
11/11/14,66,62,64,2,1,0,0,0,0
11/12/14,67,59,63,1.2,2,0,0,0,0
11/13/14,66,55,60.5,-1.1,4,0,T,0,0
11/14/14,69,61,65,3.6,0,0,T,0,0
11/15/14,69,57,63,1.8,2,0,0,0,0
11/16/14,72,56,64,3,1,0,0,0,0
11/17/14,77,55,66,5.2,0,1,0,0,0
11/18/14,76,54,65,4.5,0,0,0,0,0
11/19/14,70,54,62,1.7,3,0,0,0,0
11/20/14,68,53,60.5,0.4,4,0,T,0,0
11/21/14,69,57,63,3.1,2,0,0,0,0
11/22/14,70,53,61.5,1.8,3,0,0,0,0
11/23/14,79,57,68,8.5,0,3,0,0,0
11/24/14,79,56,67.5,8.2,0,3,0,0,0
11/25/14,78,55,66.5,7.4,0,2,0,0,0
11/26/14,79,54,66.5,7.6,0,2,0,0,0
11/27/14,86,58,72,13.3,0,7,0,0,0
11/28/14,77,54,65.5,7,0,1,0,0,0
11/29/14,72,52,62,3.7,3,0,0,0,0
11/30/14,66,59,62.5,4.4,2,0,0.22,0,0
12/1/14,68,58,63,5,2,0,0,0,0
12/2/14,65,57,61,3.2,4,0,1.12,0,0
12/3/14,64,58,61,3.4,4,0,0.21,0,0
12/4/14,67,57,62,4.5,3,0,0,0,0
12/5/14,67,58,62.5,5.1,2,0,0,0,0
12/6/14,66,56,61,3.8,4,0,0,0,0
12/7/14,72,54,63,5.9,2,0,0,0,0
12/8/14,75,56,65.5,8.5,0,1,0,0,0
12/9/14,72,55,63.5,6.6,1,0,0,0,0
12/10/14,69,53,61,4.2,4,0,0,0,0
12/11/14,65,60,62.5,5.8,2,0,T,0,0
12/12/14,62,54,58,1.4,7,0,1.49,0,0
12/13/14,62,50,56,-0.5,9,0,0,0,0
12/14/14,63,48,55.5,-1,9,0,0,0,0
12/15/14,64,49,56.5,0.1,8,0,T,M,0
12/16/14,60,53,56.5,0.1,8,0,0.73,0,0
12/17/14,61,52,56.5,0.2,8,0,0.18,0,0
12/18/14,61,49,55,-1.3,10,0,T,M,0
12/19/14,63,50,56.5,0.2,8,0,0,0,0
12/20/14,62,50,56,-0.2,9,0,0,0,0
12/21/14,65,51,58,1.8,7,0,0,0,0
12/22/14,68,50,59,2.8,6,0,0,0,0
12/23/14,79,52,65.5,9.3,0,1,0,0,0
12/24/14,73,57,65,8.8,0,0,0,0,0
12/25/14,64,52,58,1.8,7,0,0,0,0
12/26/14,62,44,53,-3.2,12,0,0,0,0
12/27/14,59,40,49.5,-6.8,15,0,0,0,0
12/28/14,59,42,50.5,-5.8,14,0,0,0,0
12/29/14,60,42,51,-5.3,14,0,0,0,0
12/30/14,58,46,52,-4.3,13,0,0.31,M,0
12/31/14,57,42,49.5,-6.8,15,0,0,0,M
1/1/15,57,36,46.5,-9.9,18,0,0,0,0
1/2/15,56,38,47,-9.4,18,0,0,0,0
1/3/15,59,42,50.5,-5.9,14,0,0,0,0
1/4/15,61,42,51.5,-5,13,0,0,0,0
1/5/15,79,50,64.5,8,0,0,0,0,0
1/6/15,83,55,69,12.5,0,4,0,0,0
1/7/15,79,53,66,9.5,0,1,0,0,0
1/8/15,71,51,61,4.4,4,0,0,0,0
1/9/15,71,56,63.5,6.9,1,0,0,0,0
1/10/15,61,53,57,0.4,8,0,0.69,0,0
1/11/15,60,55,57.5,0.9,7,0,0.39,0,0
1/12/15,62,53,57.5,0.8,7,0,0,0,M
1/13/15,63,55,59,2.3,6,0,0,0,0
1/14/15,69,47,58,1.3,7,0,0,0,0
1/15/15,73,50,61.5,4.8,3,0,0,0,0
1/16/15,73,50,61.5,4.7,3,0,0,0,0
1/17/15,74,49,61.5,4.7,3,0,0,0,0
1/18/15,68,52,60,3.2,5,0,0,0,0
1/19/15,66,50,58,1.2,7,0,0,0,0
1/20/15,59,53,56,-0.8,9,0,0,0,0
1/21/15,63,55,59,2.2,6,0,0,0,0
1/22/15,73,48,60.5,3.7,4,0,0,0,0
1/23/15,72,51,61.5,4.7,3,0,0,0,0
1/24/15,76,48,62,5.2,3,0,0,0,0
1/25/15,80,48,64,7.2,1,0,0,0,0
1/26/15,76,55,65.5,8.6,0,1,0.13,0,0
1/27/15,69,54,61.5,4.6,3,0,T,0,0
1/28/15,72,56,64,7.1,1,0,0,0,0
1/29/15,73,59,66,9.1,0,1,T,0,0
1/30/15,68,58,63,6.1,2,0,0.04,0,0
1/31/15,66,55,60.5,3.6,4,0,0,0,0
2/1/15,70,50,60,3.1,5,0,0,0,0
2/2/15,68,50,59,2.1,6,0,0,0,0
2/3/15,62,53,57.5,0.6,7,0,0,0,0
2/4/15,62,54,58,1.1,7,0,0,0,0
2/5/15,72,49,60.5,3.6,4,0,0,0,0
2/6/15,65,53,59,2,6,0,0,0,0
2/7/15,64,51,57.5,0.5,7,0,T,0,0
2/8/15,71,59,65,8,0,0,0,0,0
2/9/15,67,56,61.5,4.5,3,0,0,0,M
2/10/15,72,51,61.5,4.5,3,0,0,0,0
2/11/15,83,55,69,12,0,4,0,0,0
2/12/15,84,57,70.5,13.4,0,6,0,0,0
2/13/15,84,56,70,12.9,0,5,0,0,0
2/14/15,82,58,70,12.9,0,5,0,0,0
2/15/15,74,53,63.5,6.4,1,0,0,0,0
2/16/15,63,54,58.5,1.3,6,0,0,0,0
2/17/15,65,58,61.5,4.3,3,0,0,0,0
2/18/15,67,56,61.5,4.3,3,0,0,0,0
2/19/15,65,57,61,3.8,4,0,0,0,0
2/20/15,65,57,61,3.7,4,0,0,0,0
2/21/15,65,58,61.5,4.2,3,0,0,0,0
2/22/15,62,53,57.5,0.2,7,0,0.27,0,0
2/23/15,62,48,55,-2.4,10,0,T,M,0
2/24/15,72,45,58.5,1.1,6,0,0,0,0
2/25/15,69,48,58.5,1.1,6,0,0,0,0
2/26/15,64,50,57,-0.5,8,0,0,0,0
2/27/15,64,52,58,0.5,7,0,0,0,0
2/28/15,61,53,57,-0.5,8,0,T,0,0
3/1/15,63,50,56.5,-1.1,8,0,0.25,0,0
3/2/15,60,47,53.5,-4.1,11,0,0.17,M,0
3/3/15,63,47,55,-2.6,10,0,0.07,M,0
3/4/15,68,47,57.5,-0.1,7,0,0,0,0
3/5/15,73,49,61,3.3,4,0,0,0,0
3/6/15,79,50,64.5,6.8,0,0,0,0,0
3/7/15,83,51,67,9.3,0,2,0,0,0
3/8/15,71,51,61,3.2,4,0,0,0,0
3/9/15,64,53,58.5,0.7,6,0,0,0,0
3/10/15,68,55,61.5,3.7,3,0,0,0,0
3/11/15,71,58,64.5,6.6,0,0,T,0,0
3/12/15,81,54,67.5,9.6,0,3,0,0,0
3/13/15,85,60,72.5,14.6,0,8,0,0,0
3/14/15,90,64,77,19.1,0,12,0,0,0
3/15/15,88,66,77,19,0,12,0,0,0
3/16/15,87,63,75,17,0,10,0,0,0
3/17/15,78,60,69,11,0,4,0,0,0
3/18/15,72,60,66,7.9,0,1,T,0,0
3/19/15,68,59,63.5,5.4,1,0,0,0,0
3/20/15,70,57,63.5,5.3,1,0,0,0,0
3/21/15,68,60,64,5.8,1,0,0,0,0
3/22/15,66,58,62,3.8,3,0,0,0,0
3/23/15,68,55,61.5,3.2,3,0,0,0,0
3/24/15,71,54,62.5,4.2,2,0,0,0,0
3/25/15,76,57,66.5,8.1,0,2,0,0,0
3/26/15,85,58,71.5,13.1,0,7,0,0,0
3/27/15,83,60,71.5,13,0,7,0,0,0
3/28/15,71,57,64,5.5,1,0,0,0,0
3/29/15,68,56,62,3.4,3,0,0,0,0
3/30/15,67,56,61.5,2.9,3,0,0,0,0
3/31/15,66,55,60.5,1.8,4,0,0,0,0
4/1/15,68,55,61.5,2.7,3,0,0,0,0
4/2/15,70,53,61.5,2.7,3,0,0,0,0
4/3/15,83,55,69,10.1,0,4,0,0,0
4/4/15,78,58,68,9,0,3,0,0,0
4/5/15,68,54,61,1.9,4,0,0,0,0
4/6/15,63,54,58.5,-0.6,6,0,0,0,0
4/7/15,65,50,57.5,-1.7,7,0,0.1,0,0
4/8/15,65,48,56.5,-2.8,8,0,0,0,0
4/9/15,69,52,60.5,1.1,4,0,0,0,0
4/10/15,65,51,58,-1.5,7,0,0,0,0
4/11/15,68,53,60.5,0.9,4,0,0,0,0
4/12/15,70,54,62,2.3,3,0,0,0,0
4/13/15,66,57,61.5,1.7,3,0,0,0,0
4/14/15,66,56,61,1.1,4,0,0,0,0
4/15/15,75,56,65.5,5.5,0,1,0,0,0
4/16/15,77,56,66.5,6.4,0,2,0,0,0
4/17/15,74,56,65,4.8,0,0,0,0,0
4/18/15,72,55,63.5,3.2,1,0,0,0,0
4/19/15,65,56,60.5,0.1,4,0,0,0,0
4/20/15,64,56,60,-0.5,5,0,0,0,0
4/21/15,65,57,61,0.3,4,0,0,0,0
4/22/15,65,54,59.5,-1.3,5,0,0,0,0
4/23/15,66,56,61,0.1,4,0,0,0,0
4/24/15,64,57,60.5,-0.5,4,0,0,0,0
4/25/15,63,56,59.5,-1.6,5,0,0.01,0,0
4/26/15,70,51,60.5,-0.7,4,0,0,0,0
4/27/15,76,55,65.5,4.2,0,1,0,0,0
4/28/15,80,56,68,6.6,0,3,0,0,0
4/29/15,76,59,67.5,6,0,3,0,0,0
4/30/15,73,59,66,4.4,0,1,0,0,0
5/1/15,72,55,63.5,1.8,1,0,0,0,0
5/2/15,68,57,62.5,0.8,2,0,0,0,0
5/3/15,67,56,61.5,-0.3,3,0,0,0,0
5/4/15,64,56,60,-1.9,5,0,0,0,0
5/5/15,65,57,61,-1,4,0,0,0,0
5/6/15,64,56,60,-2.1,5,0,0,0,0
5/7/15,63,54,58.5,-3.6,6,0,0.11,0,0
5/8/15,62,49,55.5,-6.7,9,0,0.1,M,0
5/9/15,64,55,59.5,-2.8,5,0,0,0,0
5/10/15,66,54,60,-2.4,5,0,0,0,0
5/11/15,67,57,62,-0.4,3,0,0,0,0
5/12/15,70,57,63.5,1,1,0,0,0,0
5/13/15,67,55,61,-1.5,4,0,0,0,0
5/14/15,64,54,59,-3.6,6,0,0.19,0,0
5/15/15,64,54,59,-3.7,6,0,0.03,0,0
5/16/15,67,52,59.5,-3.2,5,0,0,0,0
5/17/15,68,57,62.5,-0.3,2,0,0,0,0
5/18/15,66,58,62,-0.8,3,0,0,0,0
5/19/15,66,54,60,-2.9,5,0,0,0,0
5/20/15,68,57,62.5,-0.4,2,0,0,0,0
5/21/15,67,57,62,-1,3,0,0,0,0
5/22/15,65,57,61,-2.1,4,0,0,0,0
5/23/15,66,57,61.5,-1.6,3,0,0,0,0
5/24/15,66,58,62,-1.2,3,0,0,0,0
5/25/15,66,57,61.5,-1.8,3,0,0,0,0
5/26/15,66,58,62,-1.3,3,0,0,0,0
5/27/15,67,58,62.5,-0.9,2,0,0,0,0
5/28/15,67,57,62,-1.5,3,0,0,0,0
5/29/15,69,56,62.5,-1,2,0,0,0,0
